"","Feedingtype","Predatorlifestage","Location","Regressionslope","Regressionintercept","R2","Fvalue","pvalue"
"611","predacious/piscivorous","adult","Great Channel South, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"612","predacious/piscivorous","adult","Great South Bay, Long Island, New York","NA","NA","NA","NA","NA"
"613","predacious/piscivorous","adult","Greenland","NA","NA","NA","NA","NA"
"614","predacious/piscivorous","adult","Gulf of Alaska","NA","NA","NA","NA","NA"
"615","predacious/piscivorous","adult","Gulf of Maine, New England","NA","NA","NA","NA","NA"
"616","predacious/piscivorous","adult","Jeffreys Ledge, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"617","predacious/piscivorous","adult","Mid Atlantic","NA","NA","NA","NA","NA"
"618","predacious/piscivorous","adult","NE North Sea and Skaggerak","NA","NA","NA","NA","NA"
"619","predacious/piscivorous","adult","Off the Bay of Biscay","NA","NA","NA","NA","NA"
"620","predacious/piscivorous","adult","Oxwich Bay, Wales","NA","NA","NA","NA","NA"
"621","predacious/piscivorous","adult","South of Marthas Vineyard, New England","NA","NA","NA","NA","NA"
"622","predacious/piscivorous","adult","Stellwagen Bank, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"623","predacious/piscivorous","adult","Strait of Georgia","NA","NA","NA","NA","NA"
"624","predacious/piscivorous","adult","W Greenland","NA","NA","NA","NA","NA"
"625","predacious/piscivorous","adult","Western North Pacific","NA","NA","NA","NA","NA"
"626","predacious/piscivorous","juvenile","Andaman Sea (West of South Thailand)","NA","NA","NA","NA","NA"
"627","predacious/piscivorous","juvenile","Antarctic Peninsula","NA","NA","NA","NA","NA"
"628","predacious/piscivorous","juvenile","Apalachicola Bay, Florida","NA","NA","NA","NA","NA"
"629","predacious/piscivorous","juvenile","Atlantic Ocean","NA","NA","NA","NA","NA"
"630","predacious/piscivorous","juvenile","Cape Cod Bay, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"631","predacious/piscivorous","juvenile","Catalan Sea","NA","NA","NA","NA","NA"
"632","predacious/piscivorous","juvenile","Crooked Island Sound, Florida","NA","NA","NA","NA","NA"
"633","predacious/piscivorous","juvenile","Eastern Mediterranean","NA","NA","NA","NA","NA"
"634","predacious/piscivorous","juvenile","Europe, Celtic Sea ecosystem","NA","NA","NA","NA","NA"
"635","predacious/piscivorous","juvenile","French Polynesian EEZ","NA","NA","NA","NA","NA"
"636","predacious/piscivorous","juvenile","Great Channel South, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"637","predacious/piscivorous","juvenile","Great South Bay, Long Island, New York","NA","NA","NA","NA","NA"
"638","predacious/piscivorous","juvenile","Greenland","NA","NA","NA","NA","NA"
"639","predacious/piscivorous","juvenile","Gulf of Alaska","NA","NA","NA","NA","NA"
"640","predacious/piscivorous","juvenile","Gulf of Maine, New England","NA","NA","NA","NA","NA"
"641","predacious/piscivorous","juvenile","Jeffreys Ledge, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"642","predacious/piscivorous","juvenile","Mid Atlantic","NA","NA","NA","NA","NA"
"643","predacious/piscivorous","juvenile","NE North Sea and Skaggerak","NA","NA","NA","NA","NA"
"644","predacious/piscivorous","juvenile","Off the Bay of Biscay","NA","NA","NA","NA","NA"
"645","predacious/piscivorous","juvenile","Oxwich Bay, Wales","NA","NA","NA","NA","NA"
"646","predacious/piscivorous","juvenile","South of Marthas Vineyard, New England","NA","NA","NA","NA","NA"
"647","predacious/piscivorous","juvenile","Stellwagen Bank, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"648","predacious/piscivorous","juvenile","Strait of Georgia","NA","NA","NA","NA","NA"
"649","predacious/piscivorous","juvenile","W Greenland","NA","NA","NA","NA","NA"
"650","predacious/piscivorous","juvenile","Western North Pacific","NA","NA","NA","NA","NA"
"651","predacious/piscivorous","larva","Andaman Sea (West of South Thailand)","NA","NA","NA","NA","NA"
"652","predacious/piscivorous","larva","Antarctic Peninsula","NA","NA","NA","NA","NA"
"653","predacious/piscivorous","larva","Apalachicola Bay, Florida","NA","NA","NA","NA","NA"
"654","predacious/piscivorous","larva","Atlantic Ocean","NA","NA","NA","NA","NA"
"655","predacious/piscivorous","larva","Cape Cod Bay, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"656","predacious/piscivorous","larva","Catalan Sea","NA","NA","NA","NA","NA"
"657","predacious/piscivorous","larva","Crooked Island Sound, Florida","NA","NA","NA","NA","NA"
"658","predacious/piscivorous","larva","Eastern Mediterranean","NA","NA","NA","NA","NA"
"659","predacious/piscivorous","larva","Europe, Celtic Sea ecosystem","NA","NA","NA","NA","NA"
"660","predacious/piscivorous","larva","French Polynesian EEZ","NA","NA","NA","NA","NA"
"661","predacious/piscivorous","larva","Great Channel South, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"662","predacious/piscivorous","larva","Great South Bay, Long Island, New York","NA","NA","NA","NA","NA"
"663","predacious/piscivorous","larva","Greenland","NA","NA","NA","NA","NA"
"664","predacious/piscivorous","larva","Gulf of Alaska","NA","NA","NA","NA","NA"
"665","predacious/piscivorous","larva","Gulf of Maine, New England","NA","NA","NA","NA","NA"
"666","predacious/piscivorous","larva","Jeffreys Ledge, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"667","predacious/piscivorous","larva","Mid Atlantic","NA","NA","NA","NA","NA"
"668","predacious/piscivorous","larva","NE North Sea and Skaggerak","NA","NA","NA","NA","NA"
"669","predacious/piscivorous","larva","Off the Bay of Biscay","NA","NA","NA","NA","NA"
"670","predacious/piscivorous","larva","Oxwich Bay, Wales","NA","NA","NA","NA","NA"
"671","predacious/piscivorous","larva","South of Marthas Vineyard, New England","NA","NA","NA","NA","NA"
"672","predacious/piscivorous","larva","Stellwagen Bank, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"673","predacious/piscivorous","larva","Strait of Georgia","NA","NA","NA","NA","NA"
"674","predacious/piscivorous","larva","W Greenland","NA","NA","NA","NA","NA"
"675","predacious/piscivorous","larva","Western North Pacific","NA","NA","NA","NA","NA"
"676","predacious/piscivorous","larva / juvenile","Andaman Sea (West of South Thailand)","NA","NA","NA","NA","NA"
"677","predacious/piscivorous","larva / juvenile","Antarctic Peninsula","NA","NA","NA","NA","NA"
"678","predacious/piscivorous","larva / juvenile","Apalachicola Bay, Florida","NA","NA","NA","NA","NA"
"679","predacious/piscivorous","larva / juvenile","Atlantic Ocean","NA","NA","NA","NA","NA"
"680","predacious/piscivorous","larva / juvenile","Cape Cod Bay, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"681","predacious/piscivorous","larva / juvenile","Catalan Sea","NA","NA","NA","NA","NA"
"682","predacious/piscivorous","larva / juvenile","Crooked Island Sound, Florida","NA","NA","NA","NA","NA"
"683","predacious/piscivorous","larva / juvenile","Eastern Mediterranean","NA","NA","NA","NA","NA"
"684","predacious/piscivorous","larva / juvenile","Europe, Celtic Sea ecosystem","NA","NA","NA","NA","NA"
"685","predacious/piscivorous","larva / juvenile","French Polynesian EEZ","NA","NA","NA","NA","NA"
"686","predacious/piscivorous","larva / juvenile","Great Channel South, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"687","predacious/piscivorous","larva / juvenile","Great South Bay, Long Island, New York","NA","NA","NA","NA","NA"
"688","predacious/piscivorous","larva / juvenile","Greenland","NA","NA","NA","NA","NA"
"689","predacious/piscivorous","larva / juvenile","Gulf of Alaska","NA","NA","NA","NA","NA"
"690","predacious/piscivorous","larva / juvenile","Gulf of Maine, New England","NA","NA","NA","NA","NA"
"691","predacious/piscivorous","larva / juvenile","Jeffreys Ledge, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"692","predacious/piscivorous","larva / juvenile","Mid Atlantic","NA","NA","NA","NA","NA"
"693","predacious/piscivorous","larva / juvenile","NE North Sea and Skaggerak","NA","NA","NA","NA","NA"
"694","predacious/piscivorous","larva / juvenile","Off the Bay of Biscay","NA","NA","NA","NA","NA"
"695","predacious/piscivorous","larva / juvenile","Oxwich Bay, Wales","NA","NA","NA","NA","NA"
"696","predacious/piscivorous","larva / juvenile","South of Marthas Vineyard, New England","NA","NA","NA","NA","NA"
"697","predacious/piscivorous","larva / juvenile","Stellwagen Bank, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"698","predacious/piscivorous","larva / juvenile","Strait of Georgia","NA","NA","NA","NA","NA"
"699","predacious/piscivorous","larva / juvenile","W Greenland","NA","NA","NA","NA","NA"
"700","predacious/piscivorous","larva / juvenile","Western North Pacific","NA","NA","NA","NA","NA"
"701","predacious/piscivorous","postlarva","Andaman Sea (West of South Thailand)","NA","NA","NA","NA","NA"
"702","predacious/piscivorous","postlarva","Antarctic Peninsula","NA","NA","NA","NA","NA"
"703","predacious/piscivorous","postlarva","Apalachicola Bay, Florida","NA","NA","NA","NA","NA"
"704","predacious/piscivorous","postlarva","Atlantic Ocean","NA","NA","NA","NA","NA"
"705","predacious/piscivorous","postlarva","Cape Cod Bay, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"706","predacious/piscivorous","postlarva","Catalan Sea","NA","NA","NA","NA","NA"
"707","predacious/piscivorous","postlarva","Crooked Island Sound, Florida","NA","NA","NA","NA","NA"
"708","predacious/piscivorous","postlarva","Eastern Mediterranean","NA","NA","NA","NA","NA"
"709","predacious/piscivorous","postlarva","Europe, Celtic Sea ecosystem","NA","NA","NA","NA","NA"
"710","predacious/piscivorous","postlarva","French Polynesian EEZ","NA","NA","NA","NA","NA"
"711","predacious/piscivorous","postlarva","Great Channel South, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"712","predacious/piscivorous","postlarva","Great South Bay, Long Island, New York","NA","NA","NA","NA","NA"
"713","predacious/piscivorous","postlarva","Greenland","NA","NA","NA","NA","NA"
"714","predacious/piscivorous","postlarva","Gulf of Alaska","NA","NA","NA","NA","NA"
"715","predacious/piscivorous","postlarva","Gulf of Maine, New England","NA","NA","NA","NA","NA"
"716","predacious/piscivorous","postlarva","Jeffreys Ledge, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"717","predacious/piscivorous","postlarva","Mid Atlantic","NA","NA","NA","NA","NA"
"718","predacious/piscivorous","postlarva","NE North Sea and Skaggerak","NA","NA","NA","NA","NA"
"719","predacious/piscivorous","postlarva","Off the Bay of Biscay","NA","NA","NA","NA","NA"
"720","predacious/piscivorous","postlarva","Oxwich Bay, Wales","NA","NA","NA","NA","NA"
"721","predacious/piscivorous","postlarva","South of Marthas Vineyard, New England","NA","NA","NA","NA","NA"
"722","predacious/piscivorous","postlarva","Stellwagen Bank, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"723","predacious/piscivorous","postlarva","Strait of Georgia","NA","NA","NA","NA","NA"
"724","predacious/piscivorous","postlarva","W Greenland","NA","NA","NA","NA","NA"
"725","predacious/piscivorous","postlarva","Western North Pacific","NA","NA","NA","NA","NA"
"726","predacious/piscivorous","postlarva/juvenile","Andaman Sea (West of South Thailand)","NA","NA","NA","NA","NA"
"727","predacious/piscivorous","postlarva/juvenile","Antarctic Peninsula","NA","NA","NA","NA","NA"
"728","predacious/piscivorous","postlarva/juvenile","Apalachicola Bay, Florida","NA","NA","NA","NA","NA"
"729","predacious/piscivorous","postlarva/juvenile","Atlantic Ocean","NA","NA","NA","NA","NA"
"730","predacious/piscivorous","postlarva/juvenile","Cape Cod Bay, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"731","predacious/piscivorous","postlarva/juvenile","Catalan Sea","NA","NA","NA","NA","NA"
"732","predacious/piscivorous","postlarva/juvenile","Crooked Island Sound, Florida","NA","NA","NA","NA","NA"
"733","predacious/piscivorous","postlarva/juvenile","Eastern Mediterranean","NA","NA","NA","NA","NA"
"734","predacious/piscivorous","postlarva/juvenile","Europe, Celtic Sea ecosystem","NA","NA","NA","NA","NA"
"735","predacious/piscivorous","postlarva/juvenile","French Polynesian EEZ","NA","NA","NA","NA","NA"
"736","predacious/piscivorous","postlarva/juvenile","Great Channel South, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"737","predacious/piscivorous","postlarva/juvenile","Great South Bay, Long Island, New York","NA","NA","NA","NA","NA"
"738","predacious/piscivorous","postlarva/juvenile","Greenland","NA","NA","NA","NA","NA"
"739","predacious/piscivorous","postlarva/juvenile","Gulf of Alaska","NA","NA","NA","NA","NA"
"740","predacious/piscivorous","postlarva/juvenile","Gulf of Maine, New England","NA","NA","NA","NA","NA"
"741","predacious/piscivorous","postlarva/juvenile","Jeffreys Ledge, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"742","predacious/piscivorous","postlarva/juvenile","Mid Atlantic","NA","NA","NA","NA","NA"
"743","predacious/piscivorous","postlarva/juvenile","NE North Sea and Skaggerak","NA","NA","NA","NA","NA"
"744","predacious/piscivorous","postlarva/juvenile","Off the Bay of Biscay","NA","NA","NA","NA","NA"
"745","predacious/piscivorous","postlarva/juvenile","Oxwich Bay, Wales","NA","NA","NA","NA","NA"
"746","predacious/piscivorous","postlarva/juvenile","South of Marthas Vineyard, New England","NA","NA","NA","NA","NA"
"747","predacious/piscivorous","postlarva/juvenile","Stellwagen Bank, Gulf of Maine, New England","NA","NA","NA","NA","NA"
"748","predacious/piscivorous","postlarva/juvenile","Strait of Georgia","NA","NA","NA","NA","NA"
"749","predacious/piscivorous","postlarva/juvenile","W Greenland","NA","NA","NA","NA","NA"
"750","predacious/piscivorous","postlarva/juvenile","Western North Pacific","NA","NA","NA","NA","NA"
